токен	IDF
выручалочка	1.560648
выручил	4.605170
выручит	3.506558
вырывается	3.506558
высвободив	4.605170
выскажет	4.605170
выскакивают	4.605170
высокая	4.605170
высокий	3.912023
высокими	4.605170
высоких	2.995732
высоцкая	4.605170
выставила	4.605170
выставить	3.506558
выставлю	3.912023
выставлять	4.605170
выставляю	3.218876
выставляя	3.506558
выстраивалась	2.525729
выстраивались	3.912023
выстрелом	4.605170
выступают	4.605170
высушить	4.605170
высшему	4.605170
вытек	4.605170
вытекает	2.813411
вытесненного	3.218876
вытянутым	4.605170
выходит	3.218876
выходить	4.605170
выходной	4.605170
выходные	2.302585
выходным	4.605170
выходных	3.912023
выше	3.912023
вышлем	4.605170
вышло	3.506558
выявил	4.605170
выяснилось	3.912023
вьетнамская	0.116534
вязальный	2.995732
вяленая	3.912023
вяленое	3.506558
вяленые	2.995732
вяленым	4.605170
вялеными	4.605170
вяленых	4.605170
гавайская	0.116534
газ	4.605170
газа	4.605170
газет	4.605170
газете	2.302585
газированная	4.605170
газировку	4.605170
газовой	4.605170
газовые	4.605170
галатриэль	4.605170
галета	4.605170
гали	3.912023
галичины	3.506558
галушки	2.813411
гамбургер	4.605170
гамма	3.912023
ганаш	4.605170
ганаша	4.605170
ганашу	4.605170
гаражом	1.078810
гарантирую	4.605170
гарден	3.506558
гармоничным	4.605170
гарнир	0.040822
гарнира	3.218876
гарниром	2.525729
гарниру	4.605170
гаспачо	0.040822
гастониа	4.605170
гастронома	3.912023
гастрономи	4.605170
гастрономии	4.605170
гастрономических	4.605170
гастрономов	4.605170
гатино	3.912023
гашеная	2.207275
гвоздика	2.302585
гениальные	4.605170
геннадий	4.605170
география	0.116534
германии	3.506558
герои	4.605170
гибель	4.605170
гинкан	4.605170
гинканы	4.605170
гитарных	4.605170
гитарой	4.605170
главная	3.506558
главное	1.139434
главную	4.605170
главный	0.040822
главным	4.605170
главных	2.995732
гладь	4.605170
глаз	3.506558
глаза	2.525729
глазах	4.605170
глазированные	3.912023
глазуньи	4.605170
глазури	4.605170
глазурь	0.040822
глассборо	4.605170
глехурад	3.218876
глинской	4.605170
глинтвейн	0.040822
глобе	4.605170
глобус	4.605170
глубинке	4.605170
глубину	4.605170
глубокий	4.605170
глутамат	4.605170
глутаматов	4.605170
глюкоза	4.605170
глюкозы	4.605170
глютамата	4.605170
глянец	3.218876
гмо	4.605170
гнезд	4.605170
гнезда	4.605170
гнездо	2.302585
го	3.506558
говорил	2.659260
говорилось	4.605170
говорит	2.813411
говорить	2.659260
говорю	4.605170
говоря	2.207275
говорят	3.218876
говядина	2.302585
говядиной	4.605170
говядину	4.605170
говядины	0.116534
говяжьей	4.605170
говяжья	3.218876
гогал	4.605170
гогалом	4.605170
гогалчик	4.605170
год	0.105361
года	0.248461
годами	4.605170
годах	2.207275
годзилла	4.605170
годов	3.912023
годовой	4.605170
годом	4.605170
году	1.171183
голдсборо	4.605170
голень	3.506558
голенями	3.506558
голландская	0.116534
голландский	1.966113
голландским	4.605170
голова	4.605170
голове	3.912023
головой	4.605170
головокружительным	4.605170
голову	3.506558
голод	4.605170
голодная	4.605170
голос	3.912023
голосом	4.605170
голубая	4.605170
голубика	4.605170
голубого	4.605170
голубой	3.912023
голубцов	3.912023
голубцы	2.813411
гоняли	4.605170
гонять	4.605170
гораздо	2.040221
горами	3.912023
горбуша	4.605170
горбушей	4.605170
горбушу	4.605170
гордое	4.605170
гордона	4.605170
гордый	3.506558
горелая	4.605170
горелое	4.605170
горит	4.605170
горки	4.605170
горкой	3.912023
город	3.506558
города	0.116534
городах	4.605170
городе	3.506558
городков	4.605170
городок	4.605170
городской	4.605170
горожане	4.605170
горок	4.605170
горох	0.116534
гороха	4.605170
гороховая	4.605170
гороховый	3.912023
горошек	2.407946
горошка	4.605170
горошком	4.605170
горчица	0.040822
горчицами	0.127833
горчице	4.605170
горчицей	3.912023
горчицу	4.605170
горчицы	3.912023
горчичкой	4.605170
горчичная	3.912023
горчичном	4.605170
горчичный	3.506558
горшок	3.506558
горшочках	0.105361
горшочке	0.040822
горшочки	4.605170
горшочков	4.605170
горы	3.506558
горькая	4.605170
горького	3.506558
горячая	4.605170
горячего	3.218876
горячее	0.116534
горячей	3.506558
горячем	2.659260
горячему	4.605170
горяченькие	3.506558
горяченьким	4.605170
горячие	0.105361
горячий	0.116534
горячим	3.218876
горячими	4.605170
гост	3.912023
гостевой	3.912023
гостей	1.272966
гости	0.116534
гостов	4.605170
гостовские	4.605170
гостовской	4.605170
госту	2.659260
гость	3.506558
гостю	4.605170
гостям	2.525729
гостями	2.995732
гостях	3.506558
государственных	4.605170
готов	2.207275
готова	3.912023
готовая	2.525729
готовил	2.659260
готовила	0.733969
готовили	1.560648
готовились	4.605170
готовим	0.094311
готовит	3.218876
готовится	0.478036
готовить	0.105361
готовиться	3.218876
готовишь	4.605170
готовки	2.207275
готовкой	4.605170
готовлю	1.049822
готовности	4.605170
готовность	4.605170
готово	2.302585
готового	2.302585
готовое	3.912023
готовом	2.525729
готовому	4.605170
готовую	4.605170
готовы	2.407946
готовые	3.218876
готовых	2.659260
готовь	0.116534
готовьте	2.407946
готовят	0.116534
готовятся	1.660731
готовящегося	4.605170
гр	3.912023
гра	3.912023
градусах	4.605170
градусов	2.659260
граждане	4.605170
грамм	3.912023
грамма	4.605170
граммах	4.605170
граммов	4.605170
гранат	3.912023
гранби	4.605170
гранд	3.912023
грандиозное	4.605170
гранулированный	4.605170
гратен	2.813411
гратин	4.605170
гребешков	3.912023
гренками	3.912023
гренки	0.040822
грех	4.605170
грецкие	1.469676
грецкими	4.605170
греческая	0.116534
гречески	3.912023
греческий	4.605170
греческим	2.525729
греческое	4.605170
греческой	2.525729
